Month,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),DC Array Output (W),AC System Output (W)
7,850,143,1005.208,2973.181,2858.217
7,843,142,971.197,2882.012,2771.169
7,822,138,879.249,2633.087,2533.101
7,783,130,724.948,2208.691,2125.888
7,719,118,531.041,1619.41,1557.689
7,620,99,320.124,938.209,896.837
7,451,70,123.707,321.07,294.409
7,139,24,18.62,63.909,42.333
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,194,25,19.388,67.897,46.247
7,517,63,131.552,340.273,313.207
7,682,85,335.753,1008.565,965.291
7,773,100,551.06,1720.531,1655.422
7,825,113,742.598,2294.258,2208.125
7,854,122,891.136,2708.919,2605.686
7,870,127,984.862,2949.467,2835.582
7,874,129,1015.398,3029.543,2911.993
7,868,126,979.702,2916.566,2804.17
7,849,122,882.491,2650.753,2550.015
7,815,114,732.817,2218.636,2135.449
7,760,103,539.873,1644.504,1581.951
7,667,86,324.486,945.149,903.591
7,502,63,123.983,310.614,284.172
7,175,23,17.83,60.89,39.371
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,145,25,19.379,67.544,45.9
7,454,70,128.44,341.68,314.585
7,534,117,311.634,950.294,908.598
7,9,191,187.208,620.228,586.878
7,170,353,479.007,1523.494,1464.9
7,532,318,807.824,2463.777,2370.846
7,523,368,900.377,2697.889,2595.132
7,458,408,892.262,2682.952,2580.837
7,787,172,954.525,2836.305,2727.499
7,770,162,858.16,2556.835,2460.06
7,734,149,708.993,2131.05,2051.209
7,672,132,518.668,1571.156,1511.018
7,567,110,311.868,911.563,870.9
7,393,77,121.231,320.691,294.038
7,103,24,18.619,62.961,41.403
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,20,18.964,66.146,44.528
7,92,93,97.586,314.224,287.707
7,52,169,178.776,588.646,556.041
7,418,222,463.248,1445.148,1389.043
7,592,229,686.128,2107.541,2028.586
7,375,370,713.809,2200.855,2118.353
7,47,408,452.698,1431.892,1376.203
7,476,404,906.56,2713.657,2610.219
7,426,388,824.695,2466.105,2373.08
7,726,187,847.643,2493.749,2399.589
7,412,293,609.124,1851.873,1782.221
7,40,236,250.054,804.159,766.283
7,9,143,138.273,454.28,424.743
7,0,28,26.532,90.061,67.996
7,0,4,3.78,13.039,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,15,14.208,49.676,28.364
7,65,92,93.514,307.727,281.345
7,447,135,294.295,913.353,872.641
7,403,224,456.29,1444.76,1388.667
7,404,298,610.386,1905.501,1833.948
7,475,332,770.898,2303.329,2216.839
7,215,460,678.591,2050.235,1973.418
7,312,457,789.347,2350.76,2262.391
7,333,430,770.46,2295.601,2209.415
7,529,316,801.102,2374.967,2285.631
7,657,188,691.165,2109.31,2030.288
7,172,264,355.045,1116.323,1070.047
7,277,162,254.221,771.401,734.354
7,0,4,3.783,12.777,0
7,97,23,19.313,66.784,45.155
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,226,23,17.813,62.983,41.425
7,606,55,133.949,336.694,309.704
7,784,70,356.6,1081.35,1036.061
7,874,79,584.921,1851.278,1781.647
7,924,86,788.046,2453.192,2360.694
7,775,188,891.636,2742.408,2637.724
7,967,93,1044.598,3144.186,3021.284
7,960,101,1073.695,3200.445,3074.873
7,953,99,1035.73,3082.424,2962.42
7,934,96,932.248,2759.269,2653.851
7,900,91,771.378,2327.621,2240.172
7,844,84,568.392,1712.691,1647.848
7,673,79,319.823,924.279,883.278
7,494,58,117.84,291.547,265.501
7,227,21,16.094,55.837,34.411
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,182,22,16.901,59.901,38.399
7,518,61,126.572,326.594,299.817
7,688,84,333.533,1001.679,958.593
7,784,98,552.456,1699.617,1635.216
7,842,108,748.32,2261.535,2176.684
7,875,115,901.671,2687.667,2585.349
7,891,120,998.106,2924.068,2811.333
7,902,116,1030.88,2989.299,2873.598
7,898,113,996.664,2932.912,2819.777
7,885,106,899.206,2630.778,2530.889
7,859,97,746.915,2226.074,2142.6
7,809,86,550.982,1639.518,1577.131
7,719,73,331.476,938.992,897.599
7,554,54,121.939,291.798,265.747
7,207,20,15.195,52.203,30.844
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,192,21,16.024,56.796,35.352
7,540,57,125.193,315.933,289.38
7,705,78,334.29,994.039,951.162
7,792,93,551.397,1673.587,1610.063
7,393,301,600,1816.038,1747.641
7,552,305,812.434,2362.729,2273.883
7,882,119,988.272,2760.38,2654.914
7,869,132,1014.057,2796.999,2689.928
7,850,137,974.36,2686.996,2584.707
7,813,141,875.942,2463.81,2370.878
7,765,136,718.854,2062.61,1985.334
7,691,126,523.911,1522.28,1463.724
7,613,98,316.615,878.066,838.284
7,432,69,119.595,300.904,274.664
7,107,21,16.231,54.892,33.483
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,15,14.21,50.143,28.822
7,4,81,75.91,262.04,236.601
7,58,166,177.961,590.068,557.43
7,116,262,322.053,1039.346,995.226
7,389,303,598.906,1847.579,1778.078
7,817,137,876.914,2538.497,2442.486
7,837,142,967.571,2628.329,2528.545
7,834,150,997.035,2674.567,2572.811
7,61,422,481.167,1444.357,1388.277
7,537,278,770.873,2237.033,2153.135
7,783,126,722.27,2097.741,2019.154
7,720,114,528.331,1580.674,1520.226
7,618,96,316.324,917.072,876.262
7,354,72,110.853,296.352,270.207
7,74,20,16.897,58.048,36.581
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,18,17.063,60.473,38.961
7,0,6,5.676,19.925,0
7,0,120,113.619,389.363,361.248
7,53,243,264.729,868.035,828.514
7,14,240,240.825,769.723,732.718
7,22,310,319.146,996.521,953.576
7,100,449,547.227,1620.344,1558.593
7,28,369,396.462,1189.758,1141.374
7,304,437,750.523,2141.611,2061.371
7,201,414,596.754,1787.491,1720.086
7,139,346,448.596,1400.983,1346.257
7,99,258,305.256,973.896,931.565
7,52,163,172.778,560.554,528.604
7,1,78,72.759,245.199,220.102
7,0,10,9.463,32.545,11.548
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,4,3.78,13.451,0
7,3,79,73.941,260.431,235.024
7,500,128,304.153,962.231,920.215
7,595,156,500.191,1622.717,1560.887
7,538,242,655.165,2105.832,2026.941
7,799,146,869.916,2712.59,2609.199
7,837,140,965.564,2962.282,2847.815
7,591,340,958.986,2895.838,2784.375
7,862,125,974.358,2921.569,2808.947
7,847,119,879.215,2662.053,2560.833
7,816,110,730.617,2240.244,2156.221
7,763,98,536.776,1643.57,1581.048
7,438,131,283.692,856.589,817.366
7,419,64,112.466,293.03,266.954
7,107,19,14.649,51.367,30.024
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,17,16.113,58.102,36.634
7,0,5,4.729,16.998,0
7,0,50,47.453,168.9,145.322
7,0,129,122.827,430.741,401.725
7,5,184,179.822,622.304,588.905
7,34,342,368.626,1244.624,1194.632
7,1,134,129.299,446.538,417.173
7,21,337,348.434,1169.227,1121.438
7,16,291,297.155,987.578,944.877
7,13,254,256.216,853.497,814.354
7,12,229,228.664,765.369,728.474
7,0,156,148.643,506.479,475.771
7,501,130,305.043,944.332,902.796
7,317,85,116.975,337.139,310.14
7,51,18,15.266,54.243,32.846
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,71,19,16.085,58.095,36.627
7,0,20,18.939,68.373,46.714
7,18,147,145.308,507.834,477.095
7,0,76,72.254,254.608,229.32
7,0,100,95.249,333.483,306.561
7,18,289,295.03,997.186,954.222
7,11,225,227.506,764.913,728.03
7,21,332,343.516,1131.357,1084.654
7,20,321,330.733,1063.937,1019.134
7,125,410,525.751,1627.536,1565.546
7,350,311,577.174,1754.13,1687.874
7,342,232,424.015,1310.038,1258.093
7,346,147,264.408,809.643,771.628
7,323,72,105.906,292.866,266.792
7,111,19,14.675,51.733,30.383
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,23,21.447,77.771,55.936
7,148,83,93.896,300.068,273.845
7,140,169,210.799,691.888,656.813
7,404,217,448.136,1434.497,1378.727
7,785,132,730.239,2272.987,2187.688
7,817,143,882.456,2683.763,2581.613
7,830,153,978.977,2852.816,2743.276
7,462,396,886.611,2614.129,2514.947
7,261,445,717.767,2162.074,2081.057
7,57,376,423.766,1337.418,1284.644
7,539,240,653.27,2005.215,1930.057
7,610,163,514.078,1581.025,1520.566
7,381,153,283.692,861.406,822.057
7,342,81,116.114,324.365,297.635
7,0,20,18.907,66.854,45.224
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,191,16,11.822,43.34,22.144
7,569,50,117.548,295.654,269.523
7,739,68,331.584,1007.036,963.804
7,829,81,555.712,1742.026,1676.185
7,880,90,755.39,2330.599,2243.031
7,909,97,911.877,2741.967,2637.302
7,924,102,1011.583,2977.452,2862.293
7,909,116,1038.556,3023.912,2906.622
7,900,116,1002.575,2917.512,2805.073
7,882,111,902.235,2662.734,2561.485
7,846,104,744.094,2238.427,2154.475
7,773,100,543.614,1661.526,1598.405
7,648,91,320.466,933.225,891.986
7,447,59,110.01,282.041,256.191
7,0,21,19.727,69.772,48.087
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,11,10.413,38.01,16.912
7,89,83,86.796,291.009,264.974
7,548,105,298.445,935.399,894.102
7,519,178,474.833,1529.523,1470.734
7,507,248,637.333,2030.326,1954.245
7,616,268,833.471,2567.962,2470.721
7,582,326,917.058,2775.748,2669.61
7,578,343,949.959,2792.81,2685.923
7,885,128,1000.256,2901.861,2790.126
7,862,125,898.725,2640.39,2540.093
7,578,225,667.43,2023.871,1948.027
7,757,107,541.305,1607.443,1546.117
7,570,100,301.226,881.442,841.571
7,302,72,102.376,285.3,259.383
7,0,18,17.068,60.149,38.643
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,4,3.78,13.678,0
7,23,78,74.755,261.525,236.096
7,0,37,35.093,124.379,101.663
7,384,219,434.809,1426.354,1370.838
7,413,285,603.621,1960.626,1887.091
7,257,398,638.479,2049.205,1972.426
7,838,151,984.769,3021.857,2904.661
7,642,304,975.242,2969.058,2854.281
7,809,172,978.248,2961.863,2847.414
7,802,156,882.28,2684.25,2582.079
7,768,141,725.9,2239.014,2155.039
7,546,168,480.02,1496.296,1438.572
7,298,151,250.505,783.927,746.564
7,0,66,61.846,213.767,189.302
7,55,15,12.813,45.122,23.894
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,15,14.214,50.986,29.65
7,417,67,111.569,304.454,278.14
7,596,102,311.458,966.757,924.619
7,664,130,510.948,1642.77,1580.275
7,762,142,722.083,2306.197,2219.594
7,533,304,794.789,2505.437,2410.795
7,472,372,856.704,2671.125,2569.517
7,575,345,949.367,2916.384,2803.996
7,340,419,768.975,2390.339,2300.386
7,780,161,867.824,2671.897,2570.256
7,743,148,715.408,2205.296,2122.623
7,176,255,349.318,1122.817,1076.357
7,565,107,305.426,919.368,878.497
7,379,71,110.361,299.392,273.184
7,0,17,16.117,56.425,34.988
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,3,2.835,10.133,0
7,26,76,73.267,252.048,226.812
7,577,96,298.435,920.046,879.157
7,672,133,518.09,1656.49,1593.538
7,761,140,719.073,2240.444,2156.413
7,812,145,879.566,2671.049,2569.444
7,836,149,980.764,2925.973,2813.152
7,800,180,1002.594,2964.689,2850.112
7,59,414,472.482,1465.027,1408.296
7,123,406,521.023,1617.648,1555.985
7,727,158,713.546,2145.516,2065.127
7,492,186,466.819,1430.921,1375.262
7,456,122,279.483,828.237,789.746
7,357,73,108.995,291.348,265.307
7,0,14,13.264,46.079,24.833
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,5,4.727,16.833,0
7,264,71,95.517,278.33,252.557
7,549,110,301.74,930.371,889.208
7,667,133,514.912,1610.494,1549.067
7,738,149,712.127,2137.68,2057.589
7,780,160,866.509,2533.061,2437.276
7,803,167,967.296,2766.083,2660.368
7,744,215,987.739,2795.98,2688.954
7,736,211,952,2599.154,2500.603
7,711,203,852.737,2365.698,2276.733
7,481,255,624.769,1806.793,1738.719
7,247,245,382.827,1151.316,1104.042
7,23,145,145.148,464.05,434.295
7,0,67,62.646,210.403,186.006
7,0,5,4.727,16.34,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,6,5.673,20.261,0
7,180,75,89.372,274.649,248.951
7,108,161,191.571,627.735,594.206
7,502,180,465.99,1460.29,1403.708
7,122,335,426.244,1349.726,1296.577
7,184,406,575.4,1777.089,1710.043
7,447,371,831.885,2454.048,2361.515
7,306,443,772.566,2275.621,2190.219
7,76,428,503.886,1497.776,1440.005
7,324,379,679.246,1975.17,1901.107
7,59,312,350.834,1077.441,1032.26
7,303,234,403.475,1230.048,1180.486
7,296,147,245.136,738.073,701.86
7,265,70,94.348,262.446,236.998
7,14,7,6.664,23.095,2.27
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,4,3.78,13.569,0
7,0,62,58.15,204.881,180.594
7,143,161,203.702,671.295,636.72
7,60,236,262.337,866.628,827.144
7,134,335,435.32,1410.889,1355.855
7,70,381,441.504,1421.509,1366.145
7,103,441,543.861,1733.892,1668.328
7,218,463,695.94,2143.766,2063.444
7,259,439,711.581,2182.45,2100.654
7,146,406,541.963,1697.976,1633.63
7,142,336,442.328,1387.683,1333.369
7,76,242,277.213,894.599,854.382
7,612,86,299.186,867.086,827.589
7,354,62,97.326,256.793,231.461
7,0,12,11.365,39.727,18.598
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,30,9,7.804,28.043,7.128
7,338,71,103.276,293.222,267.142
7,210,155,222.478,730.064,694.049
7,713,114,520.525,1670.017,1606.613
7,803,114,722.774,2312.655,2225.797
7,303,383,665.001,2140.297,2060.106
7,264,437,714.608,2279.302,2193.756
7,894,108,1015.189,3119.06,2997.341
7,893,103,981.933,3002.906,2886.581
7,878,98,883.972,2702.137,2599.197
7,831,99,725.261,2246.855,2162.575
7,342,224,415.248,1329.456,1276.924
7,678,73,309.534,917.078,876.269
7,281,67,92.756,261.464,236.036
7,76,11,8.402,29.62,8.676
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,19,8,6.953,24.919,4.06
7,297,76,102.598,298.19,272.007
7,502,122,293.542,911.221,870.567
7,634,147,509.013,1622.051,1560.243
7,703,170,706.86,2217.571,2134.425
7,552,292,799.915,2478.244,2384.721
7,798,173,968.666,2926.996,2814.129
7,787,188,997.946,2984.112,2868.648
7,785,181,964.087,2892.945,2781.611
7,767,170,864.67,2622.915,2523.36
7,727,156,710.078,2183.537,2101.7
7,658,136,511.084,1586.759,1526.111
7,543,109,296.427,886.109,846.115
7,348,69,101.814,277.722,251.961
7,32,9,7.805,27.383,6.479
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,44,9,6.832,24.624,3.771
7,420,61,103.878,276.164,250.436
7,624,92,307.868,927.452,886.367
7,735,112,530.069,1629.929,1567.86
7,794,129,731.071,2209.236,2126.411
7,616,261,826.875,2379.921,2290.386
7,861,138,986.757,2748.357,2643.415
7,479,381,890.854,2496.422,2402.152
7,852,141,980.833,2715.374,2611.863
7,832,134,884.858,2465.826,2372.812
7,792,124,723.842,2074.518,1996.799
7,729,109,522.893,1522.012,1463.465
7,624,88,303.109,859.64,820.337
7,444,55,100.165,244.82,219.731
7,64,9,6.849,23.339,2.51
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
7,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,10,9.466,33.036,12.029
8,451,53,99.291,249.829,224.638
8,650,78,302.535,888.409,848.356
8,756,92,521.199,1585.526,1524.919
8,818,103,719.034,2163.836,2082.751
8,854,110,874.834,2571.58,2474.188
8,874,113,973.638,2814.982,2707.119
8,859,128,1000.507,2865.885,2755.763
8,856,123,966.14,2761.531,2656.014
8,839,116,867.128,2503.511,2408.948
8,811,103,712.915,2094.015,2015.567
8,754,91,517.925,1519.341,1460.88
8,652,75,299.045,837.052,798.334
8,462,50,96.681,228.943,204.174
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,415,56,97.604,249.206,224.028
8,609,85,294.866,865.905,826.44
8,710,106,509.263,1553.059,1493.51
8,762,124,701.721,2127.854,2048.134
8,785,141,850.819,2535.354,2439.474
8,794,154,945.047,2801.669,2694.393
8,442,386,859.138,2582.659,2484.802
8,218,444,669.055,2065.342,1987.964
8,210,399,592.165,1845.625,1776.193
8,221,327,492.267,1539.501,1480.391
8,246,238,374.8,1169.477,1121.68
8,0,99,93.924,309.151,282.739
8,278,64,87.841,240.689,215.684
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,492,47,97.157,237.515,212.574
8,692,67,305.854,901.771,861.366
8,796,79,529.266,1627.122,1565.146
8,846,92,727.906,2215.966,2132.882
8,884,97,887.489,2628.019,2528.247
8,905,99,988.94,2871.795,2761.408
8,897,108,1017.637,2851.371,2741.895
8,889,107,981.141,2747.224,2642.331
8,867,104,878.579,2509.576,2414.763
8,823,100,717.45,2089.819,2011.528
8,444,194,444.919,1342.718,1289.783
8,645,77,296.79,845.734,806.792
8,438,52,94.343,229.728,204.943
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,36,34.142,118.894,96.282
8,0,113,107.155,367.735,340.085
8,0,148,141.22,476.082,446.059
8,17,243,246.622,813.193,775.087
8,11,232,233.369,769.499,732.5
8,150,445,604.54,1876.933,1806.396
8,399,393,815.446,2435.315,2343.545
8,201,443,651.866,1985.539,1911.099
8,53,360,405.976,1292.889,1241.46
8,8,198,195.93,647.224,613.229
8,571,155,478.549,1483.951,1426.62
8,161,152,200.296,626.944,593.435
8,110,74,78.899,246.207,221.09
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,22,20.837,73.144,51.396
8,0,25,23.694,82.628,60.703
8,0,90,85.591,294.151,268.052
8,10,214,213.076,707.26,671.808
8,2,147,142.508,474.423,444.437
8,4,151,148.727,493.684,463.265
8,0,104,99.437,333.711,306.785
8,14,267,272.152,886.233,846.237
8,186,397,569.299,1765.478,1698.832
8,186,327,466.412,1456.206,1399.754
8,624,135,487.308,1482.184,1424.909
8,526,102,279.416,821.767,783.441
8,237,66,83.766,235.229,210.334
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,43,40.797,141.391,118.348
8,4,124,118.921,402.237,373.843
8,203,239,348.907,1097.611,1051.864
8,792,113,711.718,2075.425,1997.672
8,837,117,866.276,2438.944,2347.026
8,860,120,966.7,2749.91,2644.9
8,863,124,999.655,2809.662,2702.033
8,855,122,962.764,2770.999,2665.069
8,836,116,862.156,2512.322,2417.396
8,799,107,707.549,2093.561,2015.13
8,735,95,507.118,1514.966,1456.646
8,622,78,287.023,812.715,774.621
8,343,54,83.238,211.934,187.507
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,390,54,90.872,238.671,213.706
8,590,87,288.157,863.939,824.525
8,703,109,506.835,1563.443,1503.557
8,774,122,707.534,2076.762,1998.959
8,819,129,867.745,2455.819,2363.213
8,415,370,801.812,2274.721,2189.354
8,417,384,832.83,2342.797,2254.745
8,385,383,777.499,2204.952,2122.292
8,833,121,864.101,2496.606,2402.328
8,794,112,708.314,2077.322,1999.499
8,229,233,356.077,1102.75,1056.858
8,609,82,285.598,807.002,769.054
8,246,59,77.356,212.081,187.65
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,13,62,59.159,204.856,180.569
8,575,91,286.628,870.955,831.358
8,699,111,506.37,1588.906,1528.189
8,770,124,706.439,2169.184,2087.896
8,813,133,866.542,2621.953,2522.439
8,838,137,962.565,2863.119,2753.12
8,862,129,1003.374,2967.312,2852.616
8,856,127,968.141,2873.181,2762.732
8,833,123,865.547,2597.354,2498.879
8,800,112,711.888,2138.261,2058.147
8,732,100,508.527,1542.066,1482.873
8,611,82,285.171,824.278,785.888
8,402,51,85.485,214.065,189.595
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,104,65,70.426,225.986,201.277
8,652,75,296.305,892.443,852.284
8,769,90,523.297,1638.833,1576.469
8,839,99,728.299,2264.289,2179.33
8,880,103,889.076,2710.052,2606.771
8,901,106,991.336,2968.876,2854.108
8,910,105,1026.045,3075.827,2956.13
8,903,103,988.149,2972.865,2857.915
8,280,377,639.446,1996.903,1922.048
8,57,297,335.503,1090.601,1045.051
8,124,235,300.318,979.794,937.304
8,0,44,41.74,141.861,118.809
8,66,63,63.812,207.85,183.504
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,50,47.055,169.12,145.538
8,280,135,225.922,728.371,692.398
8,670,122,500.992,1604.232,1543.011
8,767,127,706.918,2220.656,2137.392
8,814,134,868.2,2642.867,2542.465
8,844,135,965.99,2767.598,2661.816
8,858,133,1002.956,2834.952,2726.206
8,852,131,967.503,2831.707,2723.104
8,312,353,642.672,2019.538,1943.854
8,777,121,702.605,2196.688,2114.346
8,696,111,497.972,1559.162,1499.414
8,588,86,279.327,829.059,790.546
8,390,49,80.659,205.83,181.524
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,438,47,87.52,223.495,198.836
8,654,74,295.073,883.255,843.336
8,764,92,521.876,1630.621,1568.53
8,817,108,723.832,2238.954,2154.981
8,853,117,879.462,2661.737,2560.531
8,364,391,766.88,2340.885,2252.909
8,231,446,694.201,2131.798,2051.928
8,245,407,667.389,2048.072,1971.335
8,847,112,864.297,2582.419,2484.573
8,812,102,707.319,2146.976,2066.531
8,743,91,501.873,1536.117,1477.115
8,627,74,278.894,804.543,766.657
8,401,46,77.85,194.17,170.095
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
