Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
7,19,19,111,19,21,0,14.675,19.525,51.733,30.383
7,19,20,0,0,19,0,0,19,0,0
7,19,21,0,0,18,0,0,18,0,0
7,19,22,0,0,17,0,0,17,0,0
7,19,23,0,0,17,0,0,17,0,0
7,20,0,0,0,16,0,0,16,0,0
7,20,1,0,0,16,0,0,16,0,0
7,20,2,0,0,15,0,0,15,0,0
7,20,3,0,0,15,0,0,15,0,0
7,20,4,0,0,15,0,0,15,0,0
7,20,5,0,23,16,0,21.447,13.277,77.771,55.936
7,20,6,148,83,18,0,93.896,18.996,300.068,273.845
7,20,7,140,169,21,0,210.799,28.11,691.888,656.813
7,20,8,404,217,23,1,448.136,35.956,1434.497,1378.727
7,20,9,785,132,25,2,730.239,43.73,2272.987,2187.688
7,20,10,817,143,26,2,882.456,49.239,2683.763,2581.613
7,20,11,830,153,27,1,978.977,57.336,2852.816,2743.276
7,20,12,462,396,27,1,886.611,55.233,2614.129,2514.947
7,20,13,261,445,28,1,717.767,51.273,2162.074,2081.057
7,20,14,57,376,28,1,423.766,42.344,1337.418,1284.644
7,20,15,539,240,27,1,653.27,46.725,2005.215,1930.057
7,20,16,610,163,26,1,514.078,42.723,1581.025,1520.566
7,20,17,381,153,24,0,283.692,37.261,861.406,822.057
7,20,18,342,81,22,0,116.114,27.293,324.365,297.635
7,20,19,0,20,20,0,18.907,18.858,66.854,45.224
7,20,20,0,0,19,0,0,19,0,0
7,20,21,0,0,17,0,0,17,0,0
7,20,22,0,0,16,1,0,16,0,0
7,20,23,0,0,15,1,0,15,0,0
7,21,0,0,0,14,1,0,14,0,0
7,21,1,0,0,14,1,0,14,0,0
7,21,2,0,0,13,1,0,13,0,0
7,21,3,0,0,12,1,0,12,0,0
7,21,4,0,0,12,0,0,12,0,0
7,21,5,191,16,14,0,11.822,10.799,43.34,22.144
7,21,6,569,50,16,1,117.548,17.544,295.654,269.523
7,21,7,739,68,19,1,331.584,27.991,1007.036,963.804
7,21,8,829,81,21,1,555.712,37.705,1742.026,1676.185
7,21,9,880,90,22,1,755.39,45.319,2330.599,2243.031
7,21,10,909,97,23,1,911.877,51.345,2741.967,2637.302
7,21,11,924,102,24,1,1011.583,55.521,2977.452,2862.293
7,21,12,909,116,25,1,1038.556,57.511,3023.912,2906.622
7,21,13,900,116,26,1,1002.575,57.585,2917.512,2805.073
7,21,14,882,111,26,1,902.235,54.802,2662.734,2561.485
7,21,15,846,104,26,1,744.094,50.155,2238.427,2154.475
7,21,16,773,100,25,1,543.614,42.973,1661.526,1598.405
7,21,17,648,91,24,0,320.466,38.722,933.225,891.986
7,21,18,447,59,22,0,110.01,27.414,282.041,256.191
7,21,19,0,21,20,0,19.727,18.807,69.772,48.087
7,21,20,0,0,18,1,0,18,0,0
7,21,21,0,0,17,1,0,17,0,0
7,21,22,0,0,16,1,0,16,0,0
7,21,23,0,0,16,0,0,16,0,0
7,22,0,0,0,15,0,0,15,0,0
7,22,1,0,0,15,0,0,15,0,0
7,22,2,0,0,14,0,0,14,0,0
7,22,3,0,0,14,0,0,14,0,0
7,22,4,0,0,14,0,0,14,0,0
7,22,5,0,11,15,0,10.413,11.783,38.01,16.912
7,22,6,89,83,16,1,86.796,16.512,291.009,264.974
7,22,7,548,105,19,2,298.445,25.54,935.399,894.102
7,22,8,519,178,22,2,474.833,33.856,1529.523,1470.734
7,22,9,507,248,23,2,637.333,39.529,2030.326,1954.245
7,22,10,616,268,25,2,833.471,46.821,2567.962,2470.721
7,22,11,582,326,26,2,917.058,50.363,2775.748,2669.61
7,22,12,578,343,26,1,949.959,55.76,2792.81,2685.923
7,22,13,885,128,27,1,1000.256,58.137,2901.861,2790.126
7,22,14,862,125,27,1,898.725,55.633,2640.39,2540.093
7,22,15,578,225,27,1,667.43,48.983,2023.871,1948.027
7,22,16,757,107,26,0,541.305,48.588,1607.443,1546.117
7,22,17,570,100,25,0,301.226,39.041,881.442,841.571
7,22,18,302,72,23,0,102.376,27.941,285.3,259.383
7,22,19,0,18,21,0,17.068,19.6,60.149,38.643
7,22,20,0,0,19,0,0,19,0,0
7,22,21,0,0,18,0,0,18,0,0
7,22,22,0,0,18,1,0,18,0,0
7,22,23,0,0,17,1,0,17,0,0
7,23,0,0,0,17,1,0,17,0,0
7,23,1,0,0,17,1,0,17,0,0
7,23,2,0,0,17,1,0,17,0,0
7,23,3,0,0,16,1,0,16,0,0
7,23,4,0,0,16,1,0,16,0,0
7,23,5,0,4,16,1,3.78,13.772,13.678,0
7,23,6,23,78,17,1,74.755,17.102,261.525,236.096
7,23,7,0,37,19,2,35.093,18.346,124.379,101.663
7,23,8,384,219,21,2,434.809,30.987,1426.354,1370.838
7,23,9,413,285,22,3,603.621,35.786,1960.626,1887.091
7,23,10,257,398,24,3,638.479,38.955,2049.205,1972.426
7,23,11,838,151,25,3,984.769,47.768,3021.857,2904.661
7,23,12,642,304,26,3,975.242,49.291,2969.058,2854.281
7,23,13,809,172,27,3,978.248,50.3,2961.863,2847.414
7,23,14,802,156,28,3,882.28,49.169,2684.25,2582.079
7,23,15,768,141,28,3,725.9,45.495,2239.014,2155.039
7,23,16,546,168,27,2,480.02,40.243,1496.296,1438.572
7,23,17,298,151,26,2,250.505,32.599,783.927,746.564
7,23,18,0,66,23,2,61.846,23.784,213.767,189.302
7,23,19,55,15,21,2,12.813,19.746,45.122,23.894
7,23,20,0,0,20,3,0,20,0,0
7,23,21,0,0,20,3,0,20,0,0
7,23,22,0,0,19,3,0,19,0,0
7,23,23,0,0,19,3,0,19,0,0
7,24,0,0,0,18,3,0,18,0,0
7,24,1,0,0,18,3,0,18,0,0
7,24,2,0,0,17,3,0,17,0,0
7,24,3,0,0,17,3,0,17,0,0
7,24,4,0,0,17,3,0,17,0,0
7,24,5,0,15,17,3,14.214,15.695,50.986,29.65
7,24,6,417,67,19,4,111.569,20.027,304.454,278.14
7,24,7,596,102,21,4,311.458,26.631,966.757,924.619
7,24,8,664,130,23,4,510.948,33.327,1642.77,1580.275
7,24,9,762,142,25,5,722.083,38.676,2306.197,2219.594
7,24,10,533,304,27,5,794.789,42.421,2505.437,2410.795
7,24,11,472,372,28,5,856.704,44.724,2671.125,2569.517
7,24,12,575,345,29,5,949.367,47.589,2916.384,2803.996
7,24,13,340,419,30,5,768.975,45.312,2390.339,2300.386
7,24,14,780,161,30,5,867.824,46.912,2671.897,2570.256
7,24,15,743,148,30,4,715.408,45.633,2205.296,2122.623
7,24,16,176,255,29,4,349.318,36.718,1122.817,1076.357
7,24,17,565,107,27,3,305.426,33.683,919.368,878.497
7,24,18,379,71,24,2,110.361,26.298,299.392,273.184
7,24,19,0,17,22,2,16.117,21.033,56.425,34.988
7,24,20,0,0,21,3,0,21,0,0
7,24,21,0,0,20,3,0,20,0,0
7,24,22,0,0,19,3,0,19,0,0
7,24,23,0,0,19,3,0,19,0,0
7,25,0,0,0,18,3,0,18,0,0
7,25,1,0,0,18,3,0,18,0,0
7,25,2,0,0,18,3,0,18,0,0
7,25,3,0,0,17,3,0,17,0,0
7,25,4,0,0,17,3,0,17,0,0
7,25,5,0,3,18,3,2.835,16.45,10.133,0
7,25,6,26,76,20,3,73.267,20.177,252.048,226.812
7,25,7,577,96,22,3,298.435,27.786,920.046,879.157
7,25,8,672,133,24,4,518.09,34.452,1656.49,1593.538
7,25,9,761,140,27,3,719.073,43.534,2240.444,2156.413
7,25,10,812,145,29,3,879.566,49.511,2671.049,2569.444
7,25,11,836,149,30,3,980.764,53.045,2925.973,2813.152
7,25,12,800,180,31,3,1002.594,54.702,2964.689,2850.112
7,25,13,59,414,32,2,472.482,45.803,1465.027,1408.296
7,25,14,123,406,32,2,521.023,45.49,1617.648,1555.985
7,25,15,727,158,32,2,713.546,50.373,2145.516,2065.127
7,25,16,492,186,31,2,466.819,43.839,1430.921,1375.262
7,25,17,456,122,30,1,279.483,39.03,828.237,789.746
7,25,18,357,73,27,0,108.995,32.027,291.348,265.307
7,25,19,0,14,24,0,13.264,22.699,46.079,24.833
7,25,20,0,0,23,1,0,23,0,0
7,25,21,0,0,22,1,0,22,0,0
7,25,22,0,0,21,1,0,21,0,0
7,25,23,0,0,21,2,0,21,0,0
7,26,0,0,0,20,2,0,20,0,0
7,26,1,0,0,19,2,0,19,0,0
7,26,2,0,0,19,2,0,19,0,0
7,26,3,0,0,18,2,0,18,0,0
7,26,4,0,0,18,2,0,18,0,0
7,26,5,0,5,19,2,4.727,17.294,16.833,0
7,26,6,264,71,21,2,95.517,21.814,278.33,252.557
7,26,7,549,110,23,3,301.74,28.931,930.371,889.208
7,26,8,667,133,26,2,514.912,38.865,1610.494,1549.067
7,26,9,738,149,29,1,712.127,50.657,2137.68,2057.589
7,26,10,780,160,30,1,866.509,56.551,2533.061,2437.276
7,26,11,803,167,31,1,967.296,60.708,2766.083,2660.368
7,26,12,744,215,32,1,987.739,62.523,2795.98,2688.954
7,26,13,736,211,33,0,952,68.722,2599.154,2500.603
7,26,14,711,203,33,0,852.737,65.808,2365.698,2276.733
7,26,15,481,255,32,0,624.769,57.824,1806.793,1738.719
7,26,16,247,245,32,0,382.827,49.095,1151.316,1104.042
7,26,17,23,145,31,0,145.148,38.348,464.05,434.295
7,26,18,0,67,28,0,62.646,29.84,210.403,186.006
7,26,19,0,5,26,0,4.727,23.749,16.34,0
7,26,20,0,0,24,1,0,24,0,0
7,26,21,0,0,23,1,0,23,0,0
7,26,22,0,0,22,1,0,22,0,0
7,26,23,0,0,22,1,0,22,0,0
7,27,0,0,0,21,1,0,21,0,0
7,27,1,0,0,21,1,0,21,0,0
7,27,2,0,0,20,0,0,20,0,0
7,27,3,0,0,20,0,0,20,0,0
7,27,4,0,0,19,0,0,19,0,0
7,27,5,0,6,20,0,5.673,16.675,20.261,0
7,27,6,180,75,21,0,89.372,21.681,274.649,248.951
7,27,7,108,161,23,0,191.571,29.339,627.735,594.206
7,27,8,502,180,26,1,465.99,39.375,1460.29,1403.708
7,27,9,122,335,28,1,426.244,41.36,1349.726,1296.577
7,27,10,184,406,29,1,575.4,46.476,1777.089,1710.043
7,27,11,447,371,30,1,831.885,55.121,2454.048,2361.515
7,27,12,306,443,31,1,772.566,55.413,2275.621,2190.219
7,27,13,76,428,32,0,503.886,53.742,1497.776,1440.005
7,27,14,324,379,32,0,679.246,57.618,1975.17,1901.107
7,27,15,59,312,31,0,350.834,47.43,1077.441,1032.26
7,27,16,303,234,30,0,403.475,46.076,1230.048,1180.486
7,27,17,296,147,29,0,245.136,40.051,738.073,701.86
7,27,18,265,70,27,0,94.348,31.141,262.446,236.998
7,27,19,14,7,25,0,6.664,23.205,23.095,2.27
7,27,20,0,0,23,0,0,23,0,0
7,27,21,0,0,22,0,0,22,0,0
7,27,22,0,0,22,0,0,22,0,0
7,27,23,0,0,21,0,0,21,0,0
7,28,0,0,0,21,0,0,21,0,0
7,28,1,0,0,20,0,0,20,0,0
7,28,2,0,0,20,0,0,20,0,0
7,28,3,0,0,19,0,0,19,0,0
7,28,4,0,0,19,0,0,19,0,0
7,28,5,0,4,19,0,3.78,15.555,13.569,0
7,28,6,0,62,20,1,58.15,19.645,204.881,180.594
7,28,7,143,161,22,1,203.702,26.709,671.295,636.72
7,28,8,60,236,25,1,262.337,32.285,866.628,827.144
7,28,9,134,335,26,2,435.32,36.71,1410.889,1355.855
7,28,10,70,381,27,2,441.504,38.394,1421.509,1366.145
7,28,11,103,441,28,3,543.861,40.389,1733.892,1668.328
7,28,12,218,463,29,2,695.94,47.065,2143.766,2063.444
7,28,13,259,439,29,2,711.581,47.879,2182.45,2100.654
7,28,14,146,406,29,2,541.963,43.73,1697.976,1633.63
7,28,15,142,336,29,1,442.328,43.133,1387.683,1333.369
7,28,16,76,242,28,1,277.213,36.846,894.599,854.382
7,28,17,612,86,27,0,299.186,39.008,867.086,827.589
7,28,18,354,62,25,0,97.326,29.737,256.793,231.461
7,28,19,0,12,23,0,11.365,21.355,39.727,18.598
7,28,20,0,0,21,0,0,21,0,0
7,28,21,0,0,20,0,0,20,0,0
7,28,22,0,0,19,1,0,19,0,0
7,28,23,0,0,18,1,0,18,0,0
7,29,0,0,0,18,1,0,18,0,0
7,29,1,0,0,17,1,0,17,0,0
7,29,2,0,0,17,1,0,17,0,0
7,29,3,0,0,16,1,0,16,0,0
7,29,4,0,0,16,1,0,16,0,0
7,29,5,30,9,17,2,7.804,15.315,28.043,7.128
7,29,6,338,71,19,2,103.276,19.989,293.222,267.142
7,29,7,210,155,21,3,222.478,25.045,730.064,694.049
7,29,8,713,114,22,3,520.525,33.357,1670.017,1606.613
7,29,9,803,114,23,4,722.774,38.209,2312.655,2225.797
7,29,10,303,383,24,4,665.001,38.38,2140.297,2060.106
7,29,11,264,437,25,4,714.608,40.292,2279.302,2193.756
7,29,12,894,108,26,4,1015.189,47.559,3119.06,2997.341
7,29,13,893,103,27,4,981.933,48.411,3002.906,2886.581
7,29,14,878,98,27,3,883.972,48.245,2702.137,2599.197
7,29,15,831,99,27,3,725.261,44.504,2246.855,2162.575
7,29,16,342,224,26,3,415.248,36.122,1329.456,1276.924
7,29,17,678,73,25,2,309.534,32.928,917.078,876.269
7,29,18,281,67,23,1,92.756,25.443,261.464,236.036
7,29,19,76,11,21,1,8.402,19.513,29.62,8.676
7,29,20,0,0,20,1,0,20,0,0
7,29,21,0,0,19,1,0,19,0,0
7,29,22,0,0,18,1,0,18,0,0
7,29,23,0,0,18,1,0,18,0,0
7,30,0,0,0,17,0,0,17,0,0
7,30,1,0,0,17,0,0,17,0,0
7,30,2,0,0,17,0,0,17,0,0
7,30,3,0,0,16,1,0,16,0,0
7,30,4,0,0,16,1,0,16,0,0
7,30,5,19,8,18,1,6.953,15.902,24.919,4.06
7,30,6,297,76,20,2,102.598,20.99,298.19,272.007
7,30,7,502,122,22,2,293.542,28.486,911.221,870.567
7,30,8,634,147,24,3,509.013,35.255,1622.051,1560.243
7,30,9,703,170,26,3,706.86,42.253,2217.571,2134.425
7,30,10,552,292,27,3,799.915,45.769,2478.244,2384.721
7,30,11,798,173,28,3,968.666,50.672,2926.996,2814.129
7,30,12,787,188,29,3,997.946,52.644,2984.112,2868.648
7,30,13,785,181,29,3,964.087,51.971,2892.945,2781.611
7,30,14,767,170,29,3,864.67,49.722,2622.915,2523.36
7,30,15,727,156,29,3,710.078,46.084,2183.537,2101.7
7,30,16,658,136,28,3,511.084,40.269,1586.759,1526.111
7,30,17,543,109,27,2,296.427,34.897,886.109,846.115
7,30,18,348,69,24,1,101.814,26.689,277.722,251.961
7,30,19,32,9,22,1,7.805,20.579,27.383,6.479
7,30,20,0,0,21,1,0,21,0,0
7,30,21,0,0,20,1,0,20,0,0
7,30,22,0,0,19,0,0,19,0,0
7,30,23,0,0,19,0,0,19,0,0
7,31,0,0,0,19,0,0,19,0,0
7,31,1,0,0,20,0,0,20,0,0
7,31,2,0,0,19,0,0,19,0,0
7,31,3,0,0,18,0,0,18,0,0
7,31,4,0,0,17,0,0,17,0,0
7,31,5,44,9,18,0,6.832,14.626,24.624,3.771
7,31,6,420,61,21,1,103.878,22.201,276.164,250.436
7,31,7,624,92,23,1,307.868,31.205,927.452,886.367
7,31,8,735,112,26,1,530.069,41.746,1629.929,1567.86
7,31,9,794,129,27,1,731.071,49.318,2209.236,2126.411
7,31,10,616,261,28,0,826.875,59.382,2379.921,2290.386
7,31,11,861,138,29,0,986.757,65.31,2748.357,2643.415
7,31,12,479,381,30,0,890.854,64.282,2496.422,2402.152
7,31,13,852,141,30,0,980.833,66.35,2715.374,2611.863
7,31,14,832,134,31,0,884.858,65.002,2465.826,2372.812
7,31,15,792,124,30,0,723.842,59.025,2074.518,1996.799
7,31,16,729,109,30,0,522.893,52.153,1522.012,1463.465
7,31,17,624,88,29,0,303.109,42.89,859.64,820.337
7,31,18,444,55,31,1,100.165,33.858,244.82,219.731
7,31,19,64,9,28,1,6.849,26.796,23.339,2.51
7,31,20,0,0,27,2,0,27,0,0
7,31,21,0,0,27,2,0,27,0,0
7,31,22,0,0,26,2,0,26,0,0
7,31,23,0,0,25,3,0,25,0,0
8,1,0,0,0,24,3,0,24,0,0
8,1,1,0,0,23,3,0,23,0,0
8,1,2,0,0,23,3,0,23,0,0
8,1,3,0,0,22,3,0,22,0,0
8,1,4,0,0,22,3,0,22,0,0
8,1,5,0,10,23,3,9.466,21.721,33.036,12.029
8,1,6,451,53,25,3,99.291,25.943,249.829,224.638
8,1,7,650,78,29,3,302.535,35.04,888.409,848.356
8,1,8,756,92,32,3,521.199,43.555,1585.526,1524.919
8,1,9,818,103,35,4,719.034,50.031,2163.836,2082.751
8,1,10,854,110,37,4,874.834,55.519,2571.58,2474.188
8,1,11,874,113,38,4,973.638,58.748,2814.982,2707.119
8,1,12,859,128,39,4,1000.507,60.433,2865.885,2755.763
8,1,13,856,123,40,4,966.14,60.784,2761.531,2656.014
8,1,14,839,116,40,4,867.128,58.766,2503.511,2408.948
8,1,15,811,103,39,4,712.915,54.517,2094.015,2015.567
8,1,16,754,91,38,3,517.925,50.42,1519.341,1460.88
8,1,17,652,75,36,2,299.045,44.08,837.052,798.334
8,1,18,462,50,33,2,96.681,35.153,228.943,204.174
8,1,19,0,0,31,2,0,31,0,0
8,1,20,0,0,30,3,0,30,0,0
8,1,21,0,0,28,3,0,28,0,0
8,1,22,0,0,27,3,0,27,0,0
8,1,23,0,0,26,3,0,26,0,0
8,2,0,0,0,26,3,0,26,0,0
8,2,1,0,0,25,3,0,25,0,0
8,2,2,0,0,25,2,0,25,0,0
8,2,3,0,0,24,2,0,24,0,0
8,2,4,0,0,24,2,0,24,0,0
8,2,5,0,0,25,2,0,25,0,0
8,2,6,415,56,27,3,97.604,27.933,249.206,224.028
8,2,7,609,85,30,3,294.866,35.875,865.905,826.44
8,2,8,710,106,33,4,509.263,43.29,1553.059,1493.51
8,2,9,762,124,34,4,701.721,48.659,2127.854,2048.134
8,2,10,785,141,35,4,850.819,53.029,2535.354,2439.474
8,2,11,794,154,34,4,945.047,54.206,2801.669,2694.393
8,2,12,442,386,33,4,859.138,51.663,2582.659,2484.802
8,2,13,218,444,32,4,669.055,46.647,2065.342,1987.964
8,2,14,210,399,32,4,592.165,44.709,1845.625,1776.193
8,2,15,221,327,32,3,492.267,43.563,1539.501,1480.391
8,2,16,246,238,32,2,374.8,41.876,1169.477,1121.68
8,2,17,0,99,31,1,93.924,33.995,309.151,282.739
8,2,18,278,64,29,1,87.841,30.407,240.689,215.684
8,2,19,0,0,27,1,0,27,0,0
8,2,20,0,0,27,1,0,27,0,0
8,2,21,0,0,26,2,0,26,0,0
8,2,22,0,0,25,2,0,25,0,0
8,2,23,0,0,24,2,0,24,0,0
8,3,0,0,0,24,2,0,24,0,0
8,3,1,0,0,23,2,0,23,0,0
8,3,2,0,0,22,2,0,22,0,0
8,3,3,0,0,22,2,0,22,0,0
8,3,4,0,0,21,2,0,21,0,0
8,3,5,0,0,21,2,0,21,0,0
8,3,6,492,47,23,3,97.157,23.817,237.515,212.574
8,3,7,692,67,26,2,305.854,32.838,901.771,861.366
8,3,8,796,79,28,2,529.266,41.23,1627.122,1565.146
8,3,9,846,92,29,2,727.906,47.809,2215.966,2132.882
8,3,10,884,97,31,2,887.489,54.167,2628.019,2528.247
8,3,11,905,99,32,2,988.94,57.96,2871.795,2761.408
8,3,12,897,108,33,1,1017.637,64.301,2851.371,2741.895
8,3,13,889,107,34,1,981.141,64.392,2747.224,2642.331
8,3,14,867,104,33,1,878.579,60.661,2509.576,2414.763
8,3,15,823,100,33,1,717.45,56.008,2089.819,2011.528
8,3,16,444,194,32,1,444.919,46.879,1342.718,1289.783
8,3,17,645,77,31,1,296.79,40.456,845.734,806.792
8,3,18,438,52,28,0,94.343,32.644,229.728,204.943
8,3,19,0,0,25,0,0,25,0,0
8,3,20,0,0,24,1,0,24,0,0
8,3,21,0,0,24,1,0,24,0,0
8,3,22,0,0,23,1,0,23,0,0
8,3,23,0,0,23,1,0,23,0,0
8,4,0,0,0,23,1,0,23,0,0
8,4,1,0,0,23,1,0,23,0,0
8,4,2,0,0,22,1,0,22,0,0
8,4,3,0,0,22,1,0,22,0,0
8,4,4,0,0,22,1,0,22,0,0
8,4,5,0,0,22,1,0,22,0,0
8,4,6,0,36,23,2,34.142,22.18,118.894,96.282
8,4,7,0,113,24,2,107.155,25.309,367.735,340.085
8,4,8,0,148,26,1,141.22,29.06,476.082,446.059
8,4,9,17,243,27,1,246.622,33.539,813.193,775.087
8,4,10,11,232,27,1,233.369,33.619,769.499,732.5
8,4,11,150,445,28,1,604.54,45.549,1876.933,1806.396
8,4,12,399,393,28,1,815.446,52.877,2435.315,2343.545
8,4,13,201,443,28,1,651.866,49.187,1985.539,1911.099
8,4,14,53,360,27,1,405.976,40.57,1292.889,1241.46
8,4,15,8,198,27,1,195.93,33.205,647.224,613.229
8,4,16,571,155,27,1,478.549,40.757,1483.951,1426.62
8,4,17,161,152,26,0,200.296,36.05,626.944,593.435
8,4,18,110,74,25,0,78.899,28.005,246.207,221.09
8,4,19,0,0,25,0,0,25,0,0
8,4,20,0,0,24,0,0,24,0,0
8,4,21,0,0,24,0,0,24,0,0
8,4,22,0,0,23,0,0,23,0,0
8,4,23,0,0,23,0,0,23,0,0
8,5,0,0,0,23,0,0,23,0,0
8,5,1,0,0,22,0,0,22,0,0
8,5,2,0,0,22,0,0,22,0,0
8,5,3,0,0,22,0,0,22,0,0
8,5,4,0,0,22,0,0,22,0,0
8,5,5,0,0,22,0,0,22,0,0
8,5,6,0,22,23,0,20.837,20.449,73.144,51.396
8,5,7,0,25,24,0,23.694,21.875,82.628,60.703
8,5,8,0,90,24,0,85.591,25.006,294.151,268.052
8,5,9,10,214,25,0,213.076,32.21,707.26,671.808
8,5,10,2,147,26,0,142.508,31.663,474.423,444.437
8,5,11,4,151,27,0,148.727,32.267,493.684,463.265
8,5,12,0,104,28,1,99.437,30.002,333.711,306.785
8,5,13,14,267,29,1,272.152,36.167,886.233,846.237
8,5,14,186,397,29,1,569.299,45.681,1765.478,1698.832
8,5,15,186,327,29,1,466.412,43.941,1456.206,1399.754
8,5,16,624,135,29,1,487.308,44.12,1482.184,1424.909
8,5,17,526,102,28,1,279.416,37.111,821.767,783.441
8,5,18,237,66,27,0,83.766,31.035,235.229,210.334
8,5,19,0,0,25,0,0,25,0,0
8,5,20,0,0,25,0,0,25,0,0
8,5,21,0,0,24,0,0,24,0,0
8,5,22,0,0,23,0,0,23,0,0
8,5,23,0,0,23,0,0,23,0,0
8,6,0,0,0,22,0,0,22,0,0
8,6,1,0,0,22,0,0,22,0,0
8,6,2,0,0,21,0,0,21,0,0
8,6,3,0,0,21,0,0,21,0,0
8,6,4,0,0,21,0,0,21,0,0
8,6,5,0,0,22,0,0,22,0,0
8,6,6,0,43,24,1,40.797,23.21,141.391,118.348
8,6,7,4,124,26,1,118.921,28.025,402.237,373.843
8,6,8,203,239,28,0,348.907,40.577,1097.611,1051.864
8,6,9,792,113,30,0,711.718,55.857,2075.425,1997.672
8,6,10,837,117,31,0,866.276,63.208,2438.944,2347.026
8,6,11,860,120,32,1,966.7,61.63,2749.91,2644.9
8,6,12,863,124,33,1,999.655,63.763,2809.662,2702.033
8,6,13,855,122,34,2,962.764,59.552,2770.999,2665.069
8,6,14,836,116,34,2,862.156,57.085,2512.322,2417.396
8,6,15,799,107,34,2,707.549,53.122,2093.561,2015.13
8,6,16,735,95,33,2,507.118,46.811,1514.966,1456.646
8,6,17,622,78,32,1,287.023,41.438,812.715,774.621
8,6,18,343,54,29,0,83.238,33.149,211.934,187.507
8,6,19,0,0,27,0,0,27,0,0
8,6,20,0,0,27,0,0,27,0,0
8,6,21,0,0,26,0,0,26,0,0
8,6,22,0,0,25,0,0,25,0,0
8,6,23,0,0,25,0,0,25,0,0
8,7,0,0,0,24,0,0,24,0,0
8,7,1,0,0,23,0,0,23,0,0
8,7,2,0,0,22,0,0,22,0,0
8,7,3,0,0,22,0,0,22,0,0
8,7,4,0,0,21,0,0,21,0,0
8,7,5,0,0,21,1,0,21,0,0
8,7,6,390,54,22,1,90.872,22.776,238.671,213.706
8,7,7,590,87,24,1,288.157,31.544,863.939,824.525
8,7,8,703,109,26,1,506.835,40.987,1563.443,1503.557
8,7,9,774,122,28,0,707.534,54.682,2076.762,1998.959
8,7,10,819,129,30,0,867.745,62.302,2455.819,2363.213
8,7,11,415,370,31,0,801.812,62.116,2274.721,2189.354
8,7,12,417,384,32,0,832.83,63.614,2342.797,2254.745
8,7,13,385,383,32,0,777.499,62.179,2204.952,2122.292
8,7,14,833,121,32,1,864.101,58.618,2496.606,2402.328
8,7,15,794,112,32,1,708.314,54.75,2077.322,1999.499
8,7,16,229,233,31,1,356.077,43.305,1102.75,1056.858
8,7,17,609,82,30,0,285.598,42.103,807.002,769.054
8,7,18,246,59,28,0,77.356,31.894,212.081,187.65
8,7,19,0,0,26,0,0,26,0,0
8,7,20,0,0,24,0,0,24,0,0
8,7,21,0,0,23,0,0,23,0,0
8,7,22,0,0,22,0,0,22,0,0
8,7,23,0,0,22,0,0,22,0,0
8,8,0,0,0,21,0,0,21,0,0
8,8,1,0,0,21,1,0,21,0,0
8,8,2,0,0,20,1,0,20,0,0
8,8,3,0,0,20,1,0,20,0,0
8,8,4,0,0,19,0,0,19,0,0
8,8,5,0,0,19,0,0,19,0,0
8,8,6,13,62,21,1,59.159,20.696,204.856,180.569
8,8,7,575,91,23,2,286.628,29.173,870.955,831.358
8,8,8,699,111,25,2,506.37,37.608,1588.906,1528.189
8,8,9,770,124,28,2,706.439,46.238,2169.184,2087.896
8,8,10,813,133,30,3,866.542,50.172,2621.953,2522.439
8,8,11,838,137,31,3,962.565,53.591,2863.119,2753.12
8,8,12,862,129,31,3,1003.374,54.68,2967.312,2852.616
8,8,13,856,127,31,3,968.141,54.005,2873.181,2762.732
8,8,14,833,123,31,3,865.547,51.697,2597.354,2498.879
8,8,15,800,112,31,2,711.888,50.309,2138.261,2058.147
8,8,16,732,100,30,2,508.527,43.884,1542.066,1482.873
8,8,17,611,82,28,1,285.171,37.377,824.278,785.888
8,8,18,402,51,25,0,85.485,29.132,214.065,189.595
8,8,19,0,0,24,0,0,24,0,0
8,8,20,0,0,23,0,0,23,0,0
8,8,21,0,0,23,0,0,23,0,0
8,8,22,0,0,22,0,0,22,0,0
8,8,23,0,0,21,0,0,21,0,0
8,9,0,0,0,20,0,0,20,0,0
8,9,1,0,0,19,1,0,19,0,0
8,9,2,0,0,19,1,0,19,0,0
8,9,3,0,0,19,1,0,19,0,0
8,9,4,0,0,18,1,0,18,0,0
8,9,5,0,0,19,2,0,19,0,0
8,9,6,104,65,21,2,70.426,21.112,225.986,201.277
8,9,7,652,75,23,3,296.305,28.74,892.443,852.284
8,9,8,769,90,26,3,523.297,37.585,1638.833,1576.469
8,9,9,839,99,27,3,728.299,43.753,2264.289,2179.33
8,9,10,880,103,28,3,889.076,48.767,2710.052,2606.771
8,9,11,901,106,29,3,991.336,52.328,2968.876,2854.108
8,9,12,910,105,30,4,1026.045,52.178,3075.827,2956.13
8,9,13,903,103,30,4,988.149,51.477,2972.865,2857.915
8,9,14,280,377,30,4,639.446,44.294,1996.903,1922.048
8,9,15,57,297,29,4,335.503,36.277,1090.601,1045.051
8,9,16,124,235,28,4,300.318,33.92,979.794,937.304
8,9,17,0,44,27,3,41.74,27.357,141.861,118.809
8,9,18,66,63,24,1,63.812,24.18,207.85,183.504
8,9,19,0,0,21,1,0,21,0,0
8,9,20,0,0,20,1,0,20,0,0
